"name","price","rating","fromShipping","shippingCharge","seller","IsRefurbished","sold","Top Rated Plus","url"
"Apple iPhone 13- 128GB - Sierra Blue (T-Mobile)","$570.00","4.5 out of 5 stars.",,"+$12.45 ",,"false",,"false","https://www.ebay.com/itm/325655609969?epid=25049270808&hash=item4bd2964271:g:140AAOSwhQRkYTUi&amdata=enc%3AAQAIAAAA4FLiVN9N%2FVxygtw41zlTI%2BzaK1kOwg7bSIqfjJWb1e%2FcO1FZ323VNBi0pMCT74AT8ySkqnpdm2qy8bOeudYRNuwi2kRrmEBBZO%2BOxNbBT15CcjWs6%2BC8r3g1E11FwWB7flIXYabTD6O8OUetIid9TIJQtytu7%2BULQLeDEDnP0kEMSb7rglKgj0psq5pTdlKrqMWN2woCMtdPzfQxlHu7so0F3f0XUvCH%2Bku0%2BwW8WgwpKbiykV9sV2jz91hh2hO8vEypw897vXCL64YeEqYnhBQJnrPhZtTjYnz9QtjkNgxZ%7Ctkp%3ABFBMpOjWxoli"
"Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent","$509.95","4.5 out of 5 stars.",,,,"true","34+ ","true","https://www.ebay.com/itm/304517572872?epid=25049270768&hash=item46e6a96908:g:n8oAAOSw2ENi7Zp1&amdata=enc%3AAQAIAAAA4IT2ZKEy8oAFjR%2FdEEarBa1JaHfLwgLpKClP0a6kMTQR2UmLq4iEb8LRETfbw6RbD1jHfKYJ8tjyvYJpwnVNCOSmkNiXxeKotLvRjkcpPcuDFV8yJonfkyaLT%2BROqjdtluV3Wf4KslDxMHScAYxGLzZA%2Bz64HSupIelHC6KtwFolkZTHR6O8dV1jCsqtOeqR8x2LBBfsTuFtuLB0KzhcTDSGXDQVLtHtl0oD3g1XJDSs8l8IZMOwJ8dng98rWg1ooiNidaHvu8Mpou345fnuESiaU%2BWvnWagzGBvrCyWL2X9%7Ctkp%3ABk9SR6To1saJYg"
"NEW Unlocked Apple iPhone 13 128GB Starlight -CLEAN ESN -MDM Bypassed -READ-","$569.00","5.0 out of 5 stars.",,"+$9.99 ",,"false",,"false","https://www.ebay.com/itm/175738785383?epid=8049288614&hash=item28ead90e67:g:4IMAAOSwn4NkYNAZ&amdata=enc%3AAQAIAAAA4Ewc1Gzzd51q3wYc4%2FhEJcmAbZNxBLNnU9ECBShkRDP27RR5bHLRaYqGI9FQgdV4nM0wv2CAuqWbKncJlC6v5wKr%2BzZeQ1N2%2FJbgTFP7XbPkPc9PBcTG6GUAxGEaxTvJso0Z1Hw%2BA95kvqSVZeKVHIJppqMAyFKifXJzMSEgJ4O5q8WORQdo2xh040yFyjQ2ruOFuY7AULTtVEbgsRonUahFBpKTXb6tTzqR%2Ft647c4reVD8oqtDFGnktd8E%2FQTOB4RmFT0mKnUGgEprbunRQxqXwEhHsOWFFgG40yjd3ufp%7Ctkp%3ABk9SR6To1saJYg"
"New ListingApple iPhone 13 - 256GB - Pink (Unlocked)","$348.00","5.0 out of 5 stars.",,"+$15.60 ",,"false",,"false","https://www.ebay.com/itm/225589137810?epid=8049288706&hash=item3486291192:g:wL4AAOSwqttkYuYK&amdata=enc%3AAQAIAAAA4CLVMVAssn44wS%2FvaHld2u%2FHrZjBgn8h5r998BczOO3rOlaW0IEHPLI8aZlwYzkkM5XmSI9n81icM4IJyq9KJTgOIzC3%2B8tKKwHcjKZYgpXqd%2B3Avt846hxz41DuQHIVEfYzD8INv17fyDuSdolZjAJ0oY2t2z%2FgisawLTLhkwjMnYyR8RKxooSE1tJBDZmFGtv8mNv2qVElMWW%2B9sfRAzw1mZIcAxV7pszh767Hqhwy9GmJBXQQSGBOZUbmo0ES5DbDU%2Fd1qrennluhGSd0FNQhcgIOXC%2BHL9uxnVEqQQ4R%7Ctkp%3ABk9SR6To1saJYg"
"New ListingApple iPhone 13 Pro - 128GB - Sierra Blue (Unlocked) Excellent Condition","$650.00","5.0 out of 5 stars.",,"+$9.80 ",,"false",,"false","https://www.ebay.com/itm/275866998869?epid=26049290840&hash=item403af45855:g:JaYAAOSww4ZkWZVA&amdata=enc%3AAQAIAAAA4OJA3Ocq9bU1Z2%2FXwqpBjYFuO2EG0387tYg9cuIEjeSLIasiqlsvPhR8Aqpxn4FWXSa1NRsJnmCBaex6AhBQif7JtXHsrF%2B%2FQ3zkw3OCyUArpqnyLqdZ%2FZq1l%2FCe%2FevdzZsRXZ%2B4VNtG0%2F3%2FQPNEBcFeirALKpp15Pic2GpKJmGuXrsD0tBuJFvWeGu%2FCzEJEF%2Fdd5s36swBr73NvxWMklOfJW2Fq7i0EoH73qONODVshBCF0%2BJbsDnTLmPJMrTvWbMJpn3yCzdmFCWo84orIj1PJQ3VmKQ1cAjB23c3HvPY%7Ctkp%3ABk9SR6To1saJYg"
"APPLE IPHONE 13 PRO MAX 5G UNLOCKED AT&T VERIZON T-MOBILE 128GB 256GB 512GB 1TB","$799.99 to $1,099.99","5.0 out of 5 stars.",,,,"true",,"true","https://www.ebay.com/itm/125880051527?epid=4049279892&hash=item1d4f092747:g:f-QAAOSwWMVkNiqP&amdata=enc%3AAQAIAAAA4KBmU4lm115dRw21vBjzGNEF8lXyloMxHABfIbeTXJ3RgpEuyRucXQ43ieSlvW4RV%2BfylmisQGO8WUDzWnr0RwXvJY%2Fmc8tRa8GuoWTUZUfdMa5WQVPRWQ4vow4fi7Cj13cWyprWPk42oy4TUHntIj4kpLXXFyLekTJqDza%2BdH%2FTupWp90TQ9W3SP8i%2BEmdGqJuCli5vx1wG7caeIAryTLnQHB5w%2BYLnb1DpyT3k23jR%2FI6Z%2F6CzYp3LerC6oNLxRttRS342DG2J8z13DDj28Am23SRm6ihkIbnB9SIDQdBr%7Ctkp%3ABk9SR6To1saJYg"
"Apple iPhone 13 Pro 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition","$744.95",,,,,"true","60+ ","true","https://www.ebay.com/itm/295182153971?epid=3057369533&hash=item44ba3a38f3:g:3CEAAOSwHSVjZDfC&amdata=enc%3AAQAIAAAA4AOKfRgIPnXXcnxdOOn6iUm2ogqcTlVW4O9eu4GsySC724v9b9%2FrX8a4Ll%2BjxZCRrbFpJeKK5L5XD4ADT2rrbWj0d7vBoeS4vbt1Y5yS9eGwwBUNnUgUliuI2Q0ghvSF5gKFMdHvTA3ZgGj%2Fv4%2B%2BKfZAmxafntoHGN2anZHHdPikkRc2SiYkD6QvzlAkwkZ4W2JAX%2F%2BDpuQWUzNsWo9KVPFQO5sVIvxCAYyUJaMmzrtKIR5qJ%2FOlWRe5Fd9b5uDq5fLJt965A9kBfS9A4AkYQGLT4RtxdqqFGoWi6VDeyut6%7Ctkp%3ABk9SR6To1saJYg"
"Apple iPhone 13 - 128GB - Midnight - (Unlocked) - *WORKS GREAT*","$385.00$559.99","4.5 out of 5 stars.",,,,"false",,"true","https://www.ebay.com/itm/334881097856?epid=11049276145&hash=item4df8780880:g:3VIAAOSw4RRkWZBc&amdata=enc%3AAQAIAAAAwNmVBwyJITtC0ighSsbd1hGDlcBJVeKOnT2prIb6wtDcaap4Cayuhb4l%2FmpU6qWmOF64wqwJoBMtzb2Lr6UqF3A%2Fr4o%2F2yw2L%2BfOJ9U6kEHqkG3AQFti5QzezyAa7emcGSYWBKq2tz0eiaXZkTwpqk%2FjF97gisIBT0l1U9SKUAkgg%2FfqA2dfcvJuP4zg3d1RSqh9tguI%2FtwjAxyYenDSHxZ0pvZizG87X3N2pyQA6oDXwrPwHCzTUhYGWOhnieDodA%3D%3D%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 128GB 256GB 512GB GSM Unlocked, Verizon Unlocked Very Good","$399.99 to $709.99",,,,,"true",,"true","https://www.ebay.com/itm/274991801886?epid=21049287980&hash=item4006c9e61e:g:SR4AAOSwBKpjUVzy&amdata=enc%3AAQAIAAAAwOMzmyRVqrrPxu2vhM1u5sQaUy%2FCVPAFsiD%2BbMgwAEAYg4P4PNpF78e%2FQTN3CanhO554XxidoVDa5qHObNwgVRfYfCLbPZQxEXOhn3aMO4J4NW3EVQnEjh%2FMV7z1nESvuIxSNYBN96sU5EsyOiU5uPOS7T5zstbHeDCrBwACU1g7HNsmD8cf7v%2Brd2DOYLqOJ8ITvtfN1kvWbH1Lb7WKAfBkgt2B44ZETIIBsVcjNuzEhcHZ6wf%2BotoyLDVsZSNjIA%3D%3D%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 - 128GB - Blue (Unlocked)","$450.00","4.5 out of 5 stars.",,"+$5.00 ",,"false",,"false","https://www.ebay.com/itm/204340925524?epid=22049282568&hash=item2f93ab1454:g:b7YAAOSwQrhkTP~L&amdata=enc%3AAQAIAAAA4GuVIbEbZ4uQU31Ybfpi4ZglYA33dAicP%2Bo6TO%2FkpNqQ6JQhx4N113TWPH9Llrmz%2FxgvUUAYBcY1FVnZwHOZt2kYOlZ9GCzThUZpsCRjNsOXiEXZyUuO%2FWcGMa45nVJWjELdLX%2BrTGGKkFa%2FcFNmy5ttiV7gpLyxVMuLpQk9uegY5XuF7BiTjZ0rgCE9%2FxMvr%2B3PwnAByYchYIC1Qna%2FN5TdQhKwtf8AtAz6A0WWMqwidQYXG0w6oE%2FnNLMhss2yIuAbix%2Br9Chh7DzptppDIXD1NnGy2eBBgFqogSZkCcIG%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 128GB 256GB 512GB GSM Unlocked, Verizon Unlocked Good","$449.99","5.0 out of 5 stars.",,,,"true",,"true","https://www.ebay.com/itm/294477074690?epid=10049288310&hash=item4490339102:g:yIYAAOSwmMBjUVz0&amdata=enc%3AAQAIAAAAwNCW%2FzHm%2Fb5sA0C5FLqqABDcDUePh7DXTm%2B3h75Dl8jEbYJVUbP3QUbxvl9qP63Aigm0hi2H5RIWnzQz%2BqVdKlISyUc%2BXkL4G6Y8E%2BGl5lQ1VWSYgFenZ0iAtl0sVKUHdfH5pzS3iGhOJd74wTjCBEnPw9QhSf8NTfr0A1HPKIrBdgzhBW%2F1X3aj1T7YO2vnegqCQXi8gH%2FS%2FZxxKosoZaW8W9LMo4of9sJCnWo6o4tyPO6w8IALVP3n4KUW3aFWng%3D%3D%7Ctkp%3ABk9SR6bo1saJYg"
"New ListingApple iPhone 13 Pro 128GB Alpine Green AT&T SIM LOCKED A2483 FAIR MNDD3LL/A","$310.00",,,"Free ",,"false",,"false","https://www.ebay.com/itm/394640409977?epid=4054277841&hash=item5be266c579:g:V4cAAOSwq5RkZO6n&amdata=enc%3AAQAIAAAA4KBdb78N6GG%2BkQTVJSjAqgYVq07ZIhNKRVF6V%2FWRLzvo%2Buxh6tdJ43AwypKFOt1YJ33etVnUJEzUGNKKkibTxWhnL58nU9lzm52BucORXOvo8FS0NXGLoCa%2BIjonOMhXJrxTiiUvp7eauUH9FfkdVrpBGKIUKnLPlfeMZ8FbbZHVHMdjQjeerd1cok9jYMN%2BPlsgOaPATu9WzEv%2BFrjKNKBoQabCZCJpolVuLdt0L3KtgT2oD97Z0fAmr81SCXjx7TaRUvG7kk0L111MHWfg5krFkBVqH3hr%2FxLpNBxGfkgi%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13- 128GB (AT&T) A2482.100% battery. Works Great.","$305.00$500.00",,,,,"false",,"false","https://www.ebay.com/itm/354798146188?epid=15053105191&hash=item529b9e128c:g:1V0AAOSwz4JkWsN-&amdata=enc%3AAQAIAAAAwPcWZh%2FBphnXS2%2Bp2dTx8i35VSM0kg%2FD2BMufRov4rEBOW%2FTGjqhcnCb8ArWTrFS2esHQTQsLz7ltFHa81tiXfLO3k9fjJXvTwjJ9yku28LhHzUt1N98JuhqGVDkqTQNuBZBJdj2dwqtzB%2Fcu%2B6EZNmfxaegOmJ8WqXkEmfGQopqlFxy7Og%2F95JnBsFX3ASi3nxCasTQqPHJ0J0vaAmOjeLtE%2FIzuvl6l8T3NxVMccZw9Dl4IjjX39P9z1hm1gELXw%3D%3D%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 (PRODUCT)RED - 128GB - (T-Mobile)","$299.00$399.00","5.0 out of 5 stars.",,"+$11.45 ",,"false",,"false","https://www.ebay.com/itm/204345625654?epid=12049274312&hash=item2f93f2cc36:g:5YwAAOSwbFxka~QE&amdata=enc%3AAQAIAAAA4Jx2rZpNSETc5%2B87lmlche5Js8nIEKtCiDxXY2843%2B4pfhrs7HVLE1uoGAKAFphya2iABvHmvAUUPHKEFEoZ2%2FSlGhZTjinN5zZp0uSeBm8AecpeuKsDEkinzRZYIkxlYY5pH8VeJdSHCIgEzN5wXGOcJqxQaWj1tMiQp%2F8as4OpT7uLFdUNJf%2BQm%2F79f8ufIi%2B2hG7Lf%2FBmP72j4l1I217%2BTaOuUPScGW8AXl3j%2BvgysVvqwPbIP3vRRu6WbWVMQ83lUR9j%2FXghj7ktblxx8HnsbjV9DVcFnGUebp0I%2B9VN%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 12 64GB Unlocked Smartphone - Very Good","$364.95","5.0 out of 5 stars.",,,,"true","262+ ","true","https://www.ebay.com/itm/363552187845?epid=11044086805&hash=item54a56625c5:g:jjoAAOSw2~dhS2Sd&amdata=enc%3AAQAIAAAA4ByKl4vgl0PkKHsDXpQB8pupykim4rw7JuJgyvOYAV77V5RkmtMH1o2Vv5px0qlrH00%2F1ZkQ3hxwhhgQw0JGHZZaMG%2BVNUpzLSUpu4S%2BlWJQzV4cvrEohuVHl8svDUtCM%2BvHuJBL2eO4CKx0q%2BRF8ffgpZNJkwBDD58MDHnPjCWtRj7fKsFf98paTHe%2FyFcfH%2BvBSntD8hQt4Off0ckhR1je958CNNNcUOVaKfFlV3YT963IBi0STNSdxJINMD6Xfd53gtuNTTsOqRy8pPvXQdXFvOu2ElRiRwuoLuVv7Y4x%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 - 128GB - Dark green, IC-Locked For Parts","$160.00$250.00",,,"+$9.85 ",,"false",,"false","https://www.ebay.com/itm/266266418869?hash=item3dfeb71eb5:g:Ah4AAOSwR21kYtGU&amdata=enc%3AAQAIAAAA4N6YUAfoxm6eR8m3SDvC6ZIj6PrxXgNW9ro1SzTRsoUDlkv5dbIHign1Ks64lG4BBw9QqR9hIcMqqi225dDm3Rxy6dL1reP8BIaQwj77kcoQ%2BZV9KpMoSNhOu9IRu1r1eXtupAzguhkWesZwWDudqyu4AS66CsZzbgMR%2Fb2KCJ9uQ9wOp4kXVbArqeouIPLEsibkkVJUipHr8TgltI1vVS2fC0Ha%2B3%2BnTzPQaHEIbQmMdOhH0VADh3xcHwPG5Ph5h0bk0m5TtknzIBECQ5Aswy5q%2F9eZpyuvMowX77NGlqMC%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 PRO MAX 128GB 256GB 1TB (UNLOCKED) âœ…1 YEAR WARRNTYâœ…âš«ðŸ”´ðŸ”µâœ¤SEALEDâœ¤","$1,138.95 to $1,298.95","5.0 out of 5 stars.",,,,"false",,"true","https://www.ebay.com/itm/325559911949?epid=2323820846&hash=item4bcce2060d:g:7JIAAOSwH-dkAqhN&amdata=enc%3AAQAIAAAA4FZobyFZf7WYoO04PnynUXoCOaCnbkXg6tYVuUwy8JyIDUAqwqbFL4moFXV%2BUraeVORrxVEJi316gxL%2B32FAEuvZhwu4BOUfD%2BNLX3sl7udhptq7SIVvCgQ06YZ3jSFf1PZQ81pQ9pTSfD6aeK6Hg4AfJglFhVmTMxXelwOLHzi%2FpNzvJdIBuygJO1JlzD8wFzQ%2BPzwH8Da8LYYmkHnC%2FBcY1Am%2BsSxrjzNlf30sflKD2ll1%2FBjUhFBIL%2BAL5WIjaD9uHWhLK%2BEgP5JqjZN6vmg6fIHEVxE8zTOi3vuUVpA%2F%7Ctkp%3ABk9SR6bo1saJYg"
"New ListingApple iPhone 13 - 128GB - Pink, IC-Locked For Parts","$198.00",,,,,"false",,"false","https://www.ebay.com/itm/225588651142?hash=item348621a486:g:FdoAAOSwWHZkbP6e&amdata=enc%3AAQAIAAAAwNujbK9rT65xZesjwuawa33aEm0Itt4hcj03tI2wOolNTf8ecjsQHKV7bEIkGd0oc%2BTLn%2F%2Fm0lphjdYCltibEvzmil9oDHx81NIScz6ZBpkWXe95K2h2MULYPldRDmgmmdbwrBPVliQJClemPQf0Ew9OmcEN1hu8GfBSWpsGbrSj%2Bsm%2Fe8Fl6F3U4tmKOoELYNxjBQpMR4PirCF9Pncp7FhJqPyB843uyQ7dDsI9fgfXo6T4z%2FU%2B6Pb%2BTHGbcCFxrw%3D%3D%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 Pro 512GB Unlocked AT&T T-Mobile Verizon Excellent Condition","$849.95","5.0 out of 5 stars.",,,,"true","18+ ","true","https://www.ebay.com/itm/295254414961?epid=17049280678&hash=item44be88d671:g:2S8AAOSw13FjZDjC&amdata=enc%3AAQAIAAAA4DttKGclEdYmt%2FxYPNx2bNpjkAOWoZ3bQbrfG2pS%2FGGpKOuPCKD4b67C3xCHw%2BS8Kl1kmHf%2BDm0OXStXkWW3iZkzepTtTSi8qPWzT4kg%2BKDbX3pfQgIhckA%2FRXkTAjoPM9B0u6p8Ub%2B05P0VbBRGfBm3gz5ozSJjmBeQ5lqvWX7VSVprL%2ByJtEz67VaRItMpICVTunhn9uS7WLqlld262xrscJC3etlOpyUaKhzbXI3f9SCkmbcYk86btvzV1Z6CCkuzAVE5OY%2F39a1TsqN4TJ0%2BHvbRqOSXmGR8NiOcgUiI%7Ctkp%3ABk9SR6bo1saJYg"
"Apple iPhone 13 128GB 256GB 512GB Unlocked Verizon AT&T TMobile Sprint Very Good","$595.00 to $644.00","5.0 out of 5 stars.",,,,"true",,"true","https://www.ebay.com/itm/225169837209?epid=8049288706&hash=item346d2b0c99:g:T2QAAOSwIftkSqMS&amdata=enc%3AAQAIAAAA4LpKkSRqkHbRN5%2BqMn1GLh6ZWBh%2BfHGDPCT7e5gKIibhN7Fhoctw5gbEvXyrqNdOOzyX5qUl4fs1CxOmDDiC6xD8%2BEZanRaaVIpxmH7zrO8MT5ryEadBhEPxykyJfnQpca57eb%2B9HW2v8%2BpWQK8tqmDdOAqua%2FdrkjXw6nsxsxdw6liHpqM68V1g7OsovYKYVSdNx55QMJIxxXQtaxUjxuhXgAdzXKeAGZbaGhuE%2BWFDMwN4SkmcNC4FZeV9N4xLj%2FcT1dUXwr0VgwIIAJeQMAbFuYG1xQEWj89cSRuKJRGm%7Ctkp%3ABFBMpujWxoli"
"APPLE IPHONE 13 MINI 5.4"" 5G UNLOCKED 128GB 256GB 512GB AT&T VERIZON T-MOBILE","$529.99","5.0 out of 5 stars.",,,,"false",,"true","https://www.ebay.com/itm/115779876429?epid=27049276471&hash=item1af504b64d:g:ntQAAOSw2MJkRWh5&amdata=enc%3AAQAIAAAA4AE550CmUSepXCBZ3J70sGwbGHJgKtRzHTsTWqO3AjExXHnjgcAnbXviN8NmUYCfbaA0aXxIfCAd9ZIXAXN4jwASEcymXOMuClnSLmbV27rNM5JMFCL3UXKmbiWWjJdEp7Yak13abAKrnxMyoTTAkigIiu680QrEHy52TcmZOepkuONmqg0icsHDaHac1%2BVCfBj%2FVg%2FyWSLFC96A5iJ2Rf5MNbgOZSoPq0oZVMSEArQxGMayW6muBzTw54d%2BQTP9Vh06RkYrGT1u%2Bb6UbF2%2FS151aZYGweFEN%2BYbiS5quWWj%7Ctkp%3ABFBMpujWxoli"
,,,,,,"false",,"false",
,,,,,,"false",,"false",
,,,,,,"false",,"false",
